text,all_hashtags,lang,hashtag
"The greatest weapon against stress is our ability to choose one thought over another.

#ThursdayThoughts 
#quote https://t.co/neyD9Tbwjd","['ThursdayThoughts', 'quote']",en,#thursdaythoughts
"""China, if you're listening, why don't you get trump's tax returns? I'm sure our media will richly reward you."" – Hillary Clinton

I am FINE with her trolling trumplethinskin to within an inch of his miserable life.

I AM HERE FOR IT!!
#ThursdayThoughts
https://t.co/3JbNwEPZob",['ThursdayThoughts'],en,#thursdaythoughts
"Living in Jersey I’ve seen them who do you think is behind the drones? US Iran China ???
#ThursdayThoughts https://t.co/HVb5rPVSrQ",['ThursdayThoughts'],en,#thursdaythoughts
"#ThursdayThoughts 🤔

https://t.co/NHkRznxCot",['ThursdayThoughts'],qme,#thursdaythoughts
"“The gods play no favorites.” - Charles Bukowski, You Get So Alone at Times That it Just Makes Sense

#QuoteOfTheDay #Quote #Motivation #WiseWords #Wise #WordsofWisdom #Wisdom #Psychology #Philosophy #ThursdayThoughts https://t.co/3W1w6JDhW9","['QuoteOfTheDay', 'Quote', 'Motivation', 'WiseWords', 'Wise', 'WordsofWisdom', 'Wisdom', 'Psychology', 'Philosophy', 'ThursdayThoughts']",en,#thursdaythoughts
"Oh my god. Someone who knows finally said it.

""I am telling you with every fiber of my being, that some of the President's closest advisers did not think he had the mental acuity to do the actual job."" 

#trumpmeltdown #ThursdayThoughts 
https://t.co/uKzVOo4BOA","['trumpmeltdown', 'ThursdayThoughts']",en,#thursdaythoughts
#ThursdayThoughts https://t.co/qOwAECdBvx,['ThursdayThoughts'],qme,#thursdaythoughts
"COACHES: This is a GREAT clip to share with your team! LOVE how all 5 Kentucky players run to help their teammate!

This doesn't just happen, it's ingrained in the culture! We practice this with our players because it is part of being a GREAT TEAMMATE!
#Thursdaythoughts #Culture https://t.co/lxGqanVSwr","['Thursdaythoughts', 'Culture']",en,#thursdaythoughts
"Nancy Pelosi says COVID-19 is “a pandemic that we haven’t even seen, since, for over 100 years.”

Here’s a history lesson:

—H1N1 pandemic was 2009
—Estimated 60 mil cases
—12,469 deaths in US 
#ThursdayThoughts https://t.co/LOD3FyxpOi",['ThursdayThoughts'],en,#thursdaythoughts
"""Cucumber lowers stress level.""
Me:
#thursdayvibes #ThursdayThoughts https://t.co/jCzXSRl8VE","['thursdayvibes', 'ThursdayThoughts']",en,#thursdaythoughts
"हाथ उसका पकड़ो जो किसी भी परिस्थिति  मैं आपका साथ ना छोड़े..!!

हर हर महादेव 🙏❤️
#GoodMorningIndia 🇮🇳 
#ThursdayThoughts https://t.co/taHFbQDmSu","['GoodMorningIndia', 'ThursdayThoughts']",hi,#thursdaythoughts
"The only acceptable expectation is to expect the unexpected. 🤷🏻‍♀️☹️😭😵‍💫

#ThursdayThoughts #TheStruggleIsReal #mysadlife #relatable #like #love #sarcasmqueen #follow #Trending #video #viralvideo #sarcasmdaily #explorepage https://t.co/3iUE2zG41R","['ThursdayThoughts', 'TheStruggleIsReal', 'mysadlife', 'relatable', 'like', 'love', 'sarcasmqueen', 'follow', 'Trending', 'video', 'viralvideo', 'sarcasmdaily', 'explorepage']",en,#thursdaythoughts
"The Vatican is out of control. They placed Baby Jesus on a Hamas Palestinian scarf! 💥 

#ThursdayThoughts #Vatican #Christmas https://t.co/jlXPv9Fz24","['ThursdayThoughts', 'Vatican', 'Christmas']",en,#thursdaythoughts
"This is for the girls 💕💕
Find us at Aura park plaza B1-483D or call ☎️ 0705068284☎️
#ThursdayThoughts https://t.co/2FhDFDWRQp",['ThursdayThoughts'],en,#thursdaythoughts
"Happy #Thursday friends! Getting even closer to Christmas but before you let yourself get anxious, start first with a rich coffee ☕ it'll feel so much better. Have yourself an amazing day. #ThursdayThoughts #Yeg #Yyc https://t.co/KdbE8BSw6G","['Thursday', 'ThursdayThoughts', 'Yeg', 'Yyc']",en,#thursdaythoughts
"WHY WOULD ANY WOMAN VOTE FOR DONALD TRUMP?

#WhyWouldAnyWoman
#ThursdayThoughts 
#TrumpIsALoser 
#KidVicious🤦🏻‍♂️

 https://t.co/gtVk05C8PB","['WhyWouldAnyWoman', 'ThursdayThoughts', 'TrumpIsALoser', 'KidVicious']",en,#thursdaythoughts
"If you have the power 
to make someone 
smile, then please do it.
The world needs more of it
💜💫♥️💫🧡💫❤️💫
#ThursdayThoughts 
#GoodMorning #friends 
Have a beautiful new day 
Salam everyone https://t.co/JtqGethxvq","['ThursdayThoughts', 'GoodMorning', 'friends']",en,#thursdaythoughts
"The Lord of the Flies being aimlessly driven around in circles on Garbage Force One.
#ThursdayThoughts https://t.co/u1UKhFn5hQ",['ThursdayThoughts'],en,#thursdaythoughts
"“I walked away not to teach anyone a lesson, I walked away because I learned mine. ”
#ThursdayThoughts https://t.co/0PdCk7fKJf",['ThursdayThoughts'],en,#thursdaythoughts
"What a productive day!
#ThursdayThoughts https://t.co/KcWL9ov5jL",['ThursdayThoughts'],en,#thursdaythoughts
#ThursdayThoughts 🙏🏻🤍 https://t.co/tuP2AmxbTA,['ThursdayThoughts'],qme,#thursdaythoughts
"Don’t treat people as bad as they are,treat people as good as you are.

Good morning 🌺 

#ThursdayThoughts #thursdayvibes https://t.co/KFg7cyppTz","['ThursdayThoughts', 'thursdayvibes']",en,#thursdaythoughts
Good Thursday morning #ThursdayThoughts https://t.co/yYEuNbrnAV,['ThursdayThoughts'],en,#thursdaythoughts
"Holy cow, it's raining cats and dogs over here, to start the day! We haven't got much rain this year, which is super surprising! Stay warm and dry! #ThursdayThoughts #morning https://t.co/aJ8g0DV3tI","['ThursdayThoughts', 'morning']",en,#thursdaythoughts
"While El Salvador hunts down and removes all gang members from society… Democrats bring them here. 😰 #ThanksgivingDay2024 
#ThursdayThoughts https://t.co/KIR22oXMuk","['ThanksgivingDay2024', 'ThursdayThoughts']",en,#thursdaythoughts
"""Don’t watch the clock; do what it does. Keep going."" – Sam Levenson
#ThursdayThoughts https://t.co/Ergu4zNGvh",['ThursdayThoughts'],en,#thursdaythoughts
#ThursdayThoughts 🤔👍 https://t.co/ZqDDOCSEFa,['ThursdayThoughts'],qme,#thursdaythoughts
#Today Why doesn’t the government take the drones down? It makes no sense. #ThursdayThoughts #ThursdayMorningShow #DronesNYC https://t.co/fIBnYRrm5b,"['Today', 'ThursdayThoughts', 'ThursdayMorningShow', 'DronesNYC']",en,#thursdaythoughts
