text,all_hashtags,lang,hashtag
Congrats JungKook for winning both Top Global K-Pop Song (“Standing Next to You”) and Top K-Pop Album (“GOLDEN”) awards at this year’s #BBMAs. https://t.co/E5UaS3JTUr,['BBMAs'],en,#BBMAs
THIS... Is the #BBMAs?! https://t.co/2IHOH1AqrQ,['BBMAs'],en,#BBMAs
"ABSOLUTELY EPIC! ❣️ Thank you @Stray_Kids for that #BBMAs performance of “S-Class” and “LALALALA”

Watch the full performance here: https://t.co/VIuDbj2M6u https://t.co/sUqA3mDVq6",['BBMAs'],en,#BBMAs
‘Seven’ by Jungkook ft. Latto wins the #BBMAs award for Top Global K-Pop Song. https://t.co/ELrlMVDhPT,['BBMAs'],en,#BBMAs
"🏆 #StrayKids wins ""Top Global K-Pop Artist"" at the 2024 Billboard Music Awards!

It is their second BBMAs win! 🎉

STRAY KIDS DOMINATE BBMAs
#StrayKidsAt2024BBMAs
#SKZ_BBMAs_KPopArtist
#BBMAs @Stray_Kids https://t.co/mDNVOKB9vY","['StrayKids', 'StrayKidsAt2024BBMAs', 'SKZ_BBMAs_KPopArtist', 'BBMAs']",en,#BBMAs
"Long Live all the magic of @taylorswift13! 💫  

Congrats on your 10 #BBMAs wins tonight and 49 all-time! 🏆💛 And happy early birthday to you 💖 https://t.co/keWFqMknrF",['BBMAs'],en,#BBMAs
#JUNGKOOK joins BTS as the only Kpop Acts to win multiple awards in a single year at the BBMAS #BBMAs https://t.co/e9950RgZyG,"['JUNGKOOK', 'BBMAs']",en,#BBMAs
Stray Kids perform at the 2024 #BBMAs https://t.co/7VI68MeUcZ,['BBMAs'],en,#BBMAs
💥 BOOM 💥 @Stray_Kids just did that! #BBMAs https://t.co/xM2Hy8CWVq,['BBMAs'],en,#BBMAs
The CARATs have spoken! 💎 @pledis_17 is the Top K-Pop Touring Artist! #BBMAs https://t.co/cR07Mfg4dR,['BBMAs'],en,#BBMAs
#BBMAs2023 #BBMAs https://t.co/eOkNzWP7sC,"['BBMAs2023', 'BBMAs']",qme,#BBMAs
Taylor Swift breaks the record for most Billboard Music Awards in history. (49) #BBMAs https://t.co/LErDoybsst,['BBMAs'],en,#BBMAs
"Jungkook has won Top K-Pop Album with ‘GOLDEN’ and Top Global K-Pop Song with ‘Standing Next to You’ at the 2024 Billboard Music Awards!

CONGRATULATIONS JUNGKOOK 🎉
#JUNGKOOK #BBMAs https://t.co/JCQZoh2Lfi","['JUNGKOOK', 'BBMAs']",en,#BBMAs
"[Billboard Music Awards]

Top K-Pop Album 
🏆5-STAR

#StrayKids #스트레이키즈
#BBMAs @BBMAs @billboard 
#5_STAR #특 #S_Class
#樂_STAR #ROCK_STAR
#락 #樂 #LALALALA
#YouMakeStrayKidsStay https://t.co/Nl4UDNGxf1","['StrayKids', '스트레이키즈', 'BBMAs', '5_STAR', '특', 'S_Class', '樂_STAR', 'ROCK_STAR', '락', '樂', 'LALALALA', 'YouMakeStrayKidsStay']",en,#BBMAs
"#BBMAs 2024: @taylorswift13's Version 👇

✨ Top Artist
✨ Top Female Artist
✨ Top Billboard 200 Artist
✨ Top Hot 100 Artist
✨ Top Hot 100 Songwriter
✨ Top Streaming Songs Artist
✨ Top Radio Songs Artist
✨ Top Billboard Global 200 Artist
✨ Top Billboard Global (excl. U.S.) https://t.co/bg9QppdQuG",['BBMAs'],en,#BBMAs
"We won @BBMAs Top K-Pop Touring Artist!
A massive shoutout to BLINKs around the world who made this possible. Thank you so much! 

#BLACKPINK #블랙핑크 #BBMAs #BillboardMusicAwards https://t.co/oEqqxB6DKJ","['BLACKPINK', '블랙핑크', 'BBMAs', 'BillboardMusicAwards']",en,#BBMAs
"241213 빌보드 뮤직 어워드 #원우 #BBMAs 
날티.. ♡ https://t.co/RHGGJYyWTl","['원우', 'BBMAs']",ko,#BBMAs
#JungKook wins his first ever award at the #BBMAs as a soloist. https://t.co/K5iuDJYZ4x,"['JungKook', 'BBMAs']",en,#BBMAs
"Is this really the Billboard Music Awards these days? What happened to awards shows? I didn't even know it was coming on I just happened to be turning channels  
#BBMAs",['BBMAs'],en,#BBMAs
"🏆 #StrayKids wins 'Top K-Pop Album' at the 2023 Billboard Music Awards for their album '★★★★★ (5-STAR).'

Congratulations on your first #BBMAs win, @Stray_Kids! 🎉

STRAY KIDS ROCKS BBMAs
#SKZ_BBMAs_KPopAlbum
#StrayKidsAtBBMAs https://t.co/TNa3ox5OYK","['StrayKids', 'BBMAs', 'SKZ_BBMAs_KPopAlbum', 'StrayKidsAtBBMAs']",en,#BBMAs
"I asked a friend that I need 2 million more impressions in order to be eligible for monetization on X she said put this video and watch your impressions go up ⬆️ 

Let’s see if she’s right 🤷🏻‍♂️

#TheGameAwards #BBMAs #ラヴィット #javi7 #LARvsSF #luigi https://t.co/5kYIie4eHt","['TheGameAwards', 'BBMAs', 'ラヴィット', 'javi7', 'LARvsSF', 'luigi']",en,#BBMAs
"a Taylor não comparecendo a #bbmas hoje 

BEM FEITO PARA BILLBOARD https://t.co/j18Bxr7dLt",['bbmas'],pt,#BBMAs
"“When I first sat down to write ‘All I Want For Christmas Is You,’ I never could’ve imagined I’d be standing here 3 months later.” 

— Mariah Carey in her #BBMAs acceptance speech for the Chart Achievement Award https://t.co/njx79rcNLP",['BBMAs'],en,#BBMAs
BLACKPINK wins the #BBMAs award for K-Pop Touring Artist. https://t.co/Y0k3fgqJmV,['BBMAs'],en,#BBMAs
"[Billboard Music Awards]
We are extremely honored to be performing at this year’s @BBMAs!
Tune-in THIS SUNDAY November 19 on #BBMAs socials, @billboard and https://t.co/CMTpzdRppA🎶 to watch!

스트레이 키즈가 2023 BBMAs에 출연하게 되었습니다🎶
#BBMA SNS, @billboard, 그리고 https://t.co/c9dfZqTe4l","['BBMAs', 'BBMA', 'StrayKids', '스트레이키즈', 'BBMAs', '5_STAR', '특', 'S_Class', '樂_STAR', 'ROCK_STAR', '락', '樂', 'LALALALA', 'StrayKidsComeback']",ko,#BBMAs
Tyla’s “PUSH 2 START” performance at the #BBMAs 2024 🐅 https://t.co/QJ5tsPD2et,['BBMAs'],en,#BBMAs
"#I_N for the #BBMAs. Pink suits him well 🦊🩷

#아이엔 #I_N  #アイエン #梁精寅 #Jeongin #아기빵 https://t.co/EjzKCJTByj","['I_N', 'BBMAs', '아이엔', 'I_N', 'アイエン', '梁精寅', 'Jeongin', '아기빵']",en,#BBMAs
"AHH SKZ WON they won top global kpop artist im crying!! congratulations my stray kids!!!!! big deserve!! you all deserve this so much 😭❤️ them receiving the trophy in their pretty black outfits!!! 

STRAY KIDS DOMINATE BBMAs
#SKZ_BBMAs_KpopArtist
#StrayKidsAt2024BBMAs
#BBMAs https://t.co/cpFFXcoRAo","['SKZ_BBMAs_KpopArtist', 'StrayKidsAt2024BBMAs', 'BBMAs']",en,#BBMAs
".@pledis_17 talk about taking over the Santa Monica Pier for their #BBMAs performance, their love of their #CARATs and more ahead of the show!

📺 Tune in to the to the @bbmas TONIGHT at 8pm ET, on @foxtv + @amazonfiretv, and streaming after on @paramountplus. https://t.co/h4da2nNyGK","['BBMAs', 'CARATs']",en,#BBMAs
CHK CHK BOOM I.N AT THE #BBMAs 🔥 https://t.co/isEqEOUhWn,['BBMAs'],en,#BBMAs
"Kings of Synchronization alert! 👑✨ @pledis_17's highly anticipated #BBMAs performance IS TONIGHT!

See them light up the stage starting at 8pm ET on @FOXTV + @amazonfiretv and stream after on @paramountplus! 🎶 https://t.co/GdWBoZO75w",['BBMAs'],en,#BBMAs
Tyla performs “Push 2 Start” at the Billboard Music Awards ✨ #BBMAs https://t.co/jQNvUNJhc9,['BBMAs'],en,#BBMAs
"Nothing is better than reaching your goals 🥺 Let's go @Stray_Kids! #BBMAs

Tune in to the Billboard Music Awards TONIGHT at 8pm ET on @FOXTV + @amazonfiretv and stream after on @paramountplus! https://t.co/Lr2X7DAiOT",['BBMAs'],en,#BBMAs
WE 🫶 K-POP #BBMAs https://t.co/LFMsgNmQXA,['BBMAs'],en,#BBMAs
"🚨| Taylor Swift has officially won 10 out of 17 of her nominations at the 2024 #BBMAs! 

- Top Artist
- Top Female Artist
- Top Billboard 200 Artist
- Top Hot 100 Artist
- Top Hot 100 Songwriter
- Top Streaming Songs Artist
- Top Radio Songs Artist
- Top Billboard Global 200 https://t.co/M0x5WN9qmz",['BBMAs'],en,#BBMAs
"Presentación completa de Stray Kids en Billboard Music Awards. 

Nos deleitaron con CHK CHK BOOM y la poderosa JJAM.

—🌀

STRAY KIDS DOMINATE BBMAs
#StrayKidsAt2024BBMAs
#WalkinOnWater
#BBMAs       @Stray_Kids https://t.co/C5aUvqx9GP","['StrayKidsAt2024BBMAs', 'WalkinOnWater', 'BBMAs']",ht,#BBMAs
Congratulations ‘JUNGKOOK - GOLDEN’ for winning “Top K-Pop Album” at the 2024 Billboard Music Awards #BBMAs. https://t.co/I5Pj84iLcH,['BBMAs'],en,#BBMAs
