text,all_hashtags,lang,hashtag
"I won’t rest until @FitzMagic_14 sees his hairy chest on full display in my front lawn Christmas decor
#gobills #TNFonPrime  #Buffalo https://t.co/OXeFzURcMX","['gobills', 'TNFonPrime', 'Buffalo']",en,#TNFonPrime
Are you starting #IsaacGuerendo tonight? #TNFonPrime #FantasyFootball https://t.co/aNmsG3Dpgp,"['IsaacGuerendo', 'TNFonPrime', 'FantasyFootball']",en,#TNFonPrime
Bahahaha @NFLonPrime yeah that definitely AINT Trent Williams 🤦 lolol @TrentW71 #FTTB #TNFonPrime https://t.co/KMyo96ZOcl,"['FTTB', 'TNFonPrime']",en,#TNFonPrime
The Jim face from (Not) Trent Williams was my favorite part #TNFonPrime https://t.co/lfU6op9m8e,['TNFonPrime'],en,#TNFonPrime
Can you imagine wearing a Super Bowl ring outfit when your team hasn’t won one in 29 years? 😂😂#TNFonPrime https://t.co/wYiX5kOCY2,['TNFonPrime'],en,#TNFonPrime
2 minutes to go ... #TNFonPrime https://t.co/kv4KRwNKxV,['TNFonPrime'],en,#TNFonPrime
"Puka Nacua trying to catch 

#stafford #nfl #rams #49ers #TNFonPrime #tnf https://t.co/u2SedT2atD","['stafford', 'nfl', 'rams', '49ers', 'TNFonPrime', 'tnf']",en,#TNFonPrime
"Haha I’m crying. 
Jameis said he is going to order a “dub” off of Amazon and it will be  there tonight by 9pm 
😂😂😂😂😂😂😂😂

#DawgPound #TNFonPrime https://t.co/WF4TZ3Lx3m","['DawgPound', 'TNFonPrime']",en,#TNFonPrime
"""TAYLOR SWIFT, TAYLOR SWIFT""

Josh Allen with a swift audible.

#TNFonPrime https://t.co/qh6q9sJSuP",['TNFonPrime'],en,#TNFonPrime
This game tho 🔥🔥🔥#TNFonPrime Has been resurrected 🔥🔥🔥 https://t.co/hwBDGfrjX3,['TNFonPrime'],en,#TNFonPrime
I hope Trent Williams doesn’t get a random drug test anytime soon #ThursdayNightFootball #TNF #TNFonPrime https://t.co/tnFR3VTBlT,"['ThursdayNightFootball', 'TNF', 'TNFonPrime']",en,#TNFonPrime
"In lieu of their TNF appearance…

Let’s not forget how the Rams absolutely ruined one of the best looks in the league.

#TNFonPrime https://t.co/9hJf8G6SoH",['TNFonPrime'],en,#TNFonPrime
Bruh I don’t want to see Deebo Samuel bitchin and complain no more after that 😂😂 #TNFonPrime #TNF #NFL #SanFrancisco #49ersvsrams #LAvsSF #RamsHouse,"['TNFonPrime', 'TNF', 'NFL', 'SanFrancisco', '49ersvsrams', 'LAvsSF', 'RamsHouse']",en,#TNFonPrime
"‼️ #TNFonPrime Sneaky Parlay‼️

(I promise the episode is coming out tonight)

#NFL https://t.co/PjPOumkOn8","['TNFonPrime', 'NFL']",en,#TNFonPrime
"INTERCEPTION RAMS 🔥 

@NFL | @RamsNFL | #TNFonPrime 

https://t.co/s0L0WjeyT5",['TNFonPrime'],en,#TNFonPrime
"Let’s begin the week with another #TNFonPrime selection. 

• 49ers ML (-130)

A couple of reasons for the niners here. For one, we get them at home on a short week with the rams off a physical, satisfying win. The fact that the game drifted on well into the 4th is even worse for https://t.co/KIXjVH2wyE","['TNFonPrime', 'GamblingTwitter', 'fttb', 'RamsHouse', 'NFL']",en,#TNFonPrime
"I just don't see how Brock Purdy will ball above Matt Stafford if Deebo keeps struggling 🫨 Puka Nacua &amp; Cooper Kupp going BIG TONIGHT 🗣 Rams over 49ers 🤑

#TNFonPrime @NFLonPrime https://t.co/qcWFggsTQw",['TNFonPrime'],en,#TNFonPrime
"Ah Thursday night Football #TNFonPrime 

2 teams with whole rosters

Happens both of them are in the #Bears division

I wonder if they would trade 10 of their starters for 1 guy🤔

We will never know, but hey at least we got some 300 yard passing games with our losing record👍🏽 https://t.co/o1pAcPKKmj","['TNFonPrime', 'Bears']",en,#TNFonPrime
"#TNFonPrime Pick 🏈

🧀 Dontayvion Wicks ATD (+280, FD) 

LFG 🫡

#SportsBetting #NFL https://t.co/1UQvo0wFkU","['TNFonPrime', 'SportsBetting', 'NFL']",en,#TNFonPrime
"Death, taxes and David Montgomery in the endzone.

#Lions #TNFonPrime https://t.co/CKIuAVnrut","['Lions', 'TNFonPrime']",en,#TNFonPrime
This fucking dope Kirk Herbstreit really just going to call Dan Campbell ... Dan Connor. This isn't Rosanne #IngoreTNF #TNFonPrime https://t.co/l2mNhGrZIo,"['IngoreTNF', 'TNFonPrime']",en,#TNFonPrime
"i'm starting guerendo 
we're either eating steak and lobster or  i'm going down with the ship 
#FantasyFootball #TNFonPrime","['FantasyFootball', 'TNFonPrime']",en,#TNFonPrime
"Puka Nacua doing Puka Nacua things 🤯

@NFL | @RamsNFL | #TNFonPrime
https://t.co/8ZvgJo0kDa",['TNFonPrime'],in,#TNFonPrime
"Kevin Dotson (#69) delivered impressive blocks, clearing the way with power on this play 😤😤😤

#LARvsSF #TNFOnPrime
 https://t.co/E0j4p8wCZO","['LARvsSF', 'TNFOnPrime']",en,#TNFonPrime
Football guy and friend to all nacho eaters in his section #TNFonPrime https://t.co/cQwG1Fkk5k,['TNFonPrime'],en,#TNFonPrime
That’s not Trent Williams. #49ers #TNFonPrime https://t.co/sdkkK6EX9f,"['49ers', 'TNFonPrime']",en,#TNFonPrime
I have a feeling Dan Campbell just loves the casino after some of these play calls #TNFonPrime https://t.co/NiMZIXgnIV,['TNFonPrime'],en,#TNFonPrime
