text,all_hashtags,lang,hashtag
So I can get paid every week.. bi-weekly pay should be illegal  #WhyIChime https://t.co/3ZpDGbArz6,['WhyIChime'],en,#WhyIChime
"Get a chance at $1k in the ULTIMATE #WhyIChime  🎉 We’re celebrating a #DecadeOfChime! 🎂 Here’s how:

1️⃣ Comment why you love Chime &amp; include #WhyIChime
2️⃣ Drop your $ChimeSign
3️⃣ Follow Chime 

No purch nec. Void where prohibited. Ends 12/3. T&amp;C + entry
methods ⬇️ https://t.co/PxL7UhA8Qd","['WhyIChime', 'DecadeOfChime', 'WhyIChime']",en,#WhyIChime
#WhyIChime https://t.co/2Wb29jSjJ4,['WhyIChime'],qme,#WhyIChime
"Warm up from Winter with a chance at cash Tell us #WhyIChime for a shot at $500 or $1,000 🌸 Here’s how:

1️⃣ Comment why you love Chime &amp; include #WhyIChime
2️⃣ Drop your $ChimeSign
3️⃣ Follow Chime

No purch nec. Void where prohibited. Ends 3/3. Rules ⬇️ https://t.co/WxoQDmEg9L","['WhyIChime', 'WhyIChime']",en,#WhyIChime
"@Chime #WhyIChime early pay day, credit builder, and easy to use app. @Chime 💚 $KittaSen this would be a huge blessing 🥰☃️💚 https://t.co/Yx9HjSvpQ4",['WhyIChime'],en,#WhyIChime
"@Chime I’ve Been with @Chime for years and wouldn’t bank with anyone else. I use chime because chime comes with great benefits like being allowed to borrow money before payday with spot me and MyPay not only that you can boost friends every month.  ❤️🎄

$Patrick-West

#WhyIChime https://t.co/sfpwoNJtTJ",['WhyIChime'],en,#WhyIChime
"We’re running it back with the holiday #WhyIChime 💚Share #WhyIChime for a chance at $5,000 🎁
 https://t.co/CcaTAwLliK","['WhyIChime', 'WhyIChime']",en,#WhyIChime
"@Chime I love the credit builder! And boosts! Customer service has always been great! That's #WhyIChime 
$kellyjo1979",['WhyIChime'],en,#WhyIChime
"It’s the final week for your chance to win $500 or $1k 💸 Finish this thought: Credit Builder can help me in 2022 by ____

1️⃣ Reply w/ your reason &amp; include #WhyIChime
2️⃣ Follow Chime
3️⃣ Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 12/22. T&amp;C + entry methods ⬇️ https://t.co/AVSvX2nqBd",['WhyIChime'],en,#WhyIChime
"Who’s really good looking and could win $500 or $1000? Yep, you🤑Tell us #WhyIChime. Here’s how

1️⃣Reply with why you love Chime &amp; include #WhyIChime
2️⃣Follow Chime
3️⃣Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 9/16. T&amp;C + entry methods https://t.co/d3PUZwidH1 https://t.co/HHOZrLqGQ5","['WhyIChime', 'WhyIChime']",en,#WhyIChime
"You deserve some credit &amp; a chance to win $500 or $1000. Tell us what you love about Credit Builder. Here’s how to enter:

1️⃣Reply with your reason &amp; include #WhyIChime
2️⃣Follow Chime
3️⃣Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 12/15. T&amp;C + entry
methods ⬇️ https://t.co/7JZA8wCBos",['WhyIChime'],en,#WhyIChime
"Run it back with another chance to win $500 or $1000 💸 Finish this thought: I’m lovin’ Credit Builder because  ________

1️⃣Reply with your reason &amp; include #WhyIChime
2️⃣Follow Chime
3️⃣Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 12/11. T&amp;C + entry
methods⬇️ https://t.co/PWJFPH54Iu",['WhyIChime'],en,#WhyIChime
"#WhyIChime

https://t.co/Ss6CosGEaJ https://t.co/4ydrtaTw03",['WhyIChime'],qme,#WhyIChime
"Shoot your shot for a chance to win $500 or $1000, tell us what you love about Credit Builder. Here’s how to enter:

1️⃣ Reply with your reason &amp; include #WhyIChime
2️⃣ Follow Chime
3️⃣ Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 12/1. T&amp;C + entry
methods ⬇️ https://t.co/KuuJEd0uxp",['WhyIChime'],en,#WhyIChime
"Now’s the Chime to enter for a chance to win $500 or $1000! 🤑 Tell us #WhyIChime. Here’s how:

1️⃣Reply with why you love Chime &amp; include #WhyIChime
2️⃣Follow Chime
3️⃣Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 8/26. T&amp;C + entry methods: https://t.co/d3PUZwidH1 https://t.co/5FWAxSggqY","['WhyIChime', 'WhyIChime']",en,#WhyIChime
"Make your account blossom with benjamins. It’s your shot to win $500 or $1000 🌸 Tell us #WhyIChime. Here’s how:

1️⃣Comment why you love Chime &amp; include #WhyIChime
2️⃣Follow Chime
3️⃣Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 3/23. T&amp;C + entry
methods ⬇️ https://t.co/Kv5Qr9UtXL","['WhyIChime', 'WhyIChime']",en,#WhyIChime
"#WhyIChime It’s easy access to money. No hassles. No problems. Fast reliable. $Soaps247 
#ChristmasChime 🩵❤️💟 @Chime #WhyIChime https://t.co/o4UIj0o87m","['WhyIChime', 'ChristmasChime', 'WhyIChime']",en,#WhyIChime
#WhyIChime pew pew pew https://t.co/5uCOZPZYHA,['WhyIChime'],pl,#WhyIChime
"@Chime #WhyIChime cause yall are my first bank, my pay and Spot me! Also helped me but my house! Thanks @Chime 
$MSullivan88 https://t.co/nI5FT6vBLB",['WhyIChime'],en,#WhyIChime
"Spooky szn is here and so is the chance to win $500 or $1000👻 Don’t be scared – tell us #WhyIChime. Here’s how:

1️⃣ Reply with why you love Chime &amp; include #WhyIChime
2️⃣ Follow Chime
3️⃣ Drop your $ChimeSign

No purch nec. Void where prohibited. Ends 10/7. T&amp;C + entry methods ⬇️ https://t.co/vNxEtJwTa3","['WhyIChime', 'WhyIChime']",en,#WhyIChime
#WhyIChime because you know ya’ll do that thing with overdraft and mypay be on call https://t.co/pR5JidXpKr,['WhyIChime'],en,#WhyIChime
@Chime Love getting paid on Tuesday instead of waiting till Friday!! #WhyIChime $Haileyh92 https://t.co/sbw7lSNbu2,['WhyIChime'],en,#WhyIChime
"We’re kicking off the holidays with a biggggg #WhyIChime 🎉 For a shot at $5000, tell us #WhyIChime. 💚
How to enter:

￼1️⃣ Reply with why you love Chime &amp; include #WhyIChime
2️⃣ Drop your $ChimeSign
3️⃣ Follow @Chime 

No purch nec. Void where prohibited. Ends 12/6. T&amp;C + entry https://t.co/ws50UVKTJJ","['WhyIChime', 'WhyIChime', 'WhyIChime']",en,#WhyIChime
"#WhyIChime 
#Zuckerberg 
@realDonaldTrump 
@finkd https://t.co/oeZnpZDo9r","['WhyIChime', 'Zuckerberg']",qme,#WhyIChime
#WhyIChime https://t.co/TpOC9zN6Mf,['WhyIChime'],qme,#WhyIChime
"@Chime #whyichime 
I love getting my direct deposit 2 days early and my money is always there when I expect it 🤑 chime for the win 

$Austin-Burnett-16 https://t.co/pwVuHp4lPs",['whyichime'],en,#WhyIChime
"NYC hitman. Make him famous.
#WhyIChime https://t.co/35iZChGePU",['WhyIChime'],en,#WhyIChime
"@Chime #WhyIChime cause yall are my first bank, my pay and Spot me! Also helped me but my house! Thanks @Chime 
$MSullivan88 https://t.co/OWW0Ix3Gab",['WhyIChime'],en,#WhyIChime
Got me out here simping 😂😂 #WhyIChime https://t.co/OACzWaGPoI,['WhyIChime'],en,#WhyIChime
