text,all_hashtags,lang,hashtag
#PlayStationWrapUp2024 https://t.co/IFZwDsuY5b,['PlayStationWrapUp2024'],qme,#playstationwrapup
Did lots of editing this year. 🤷🏽‍♂️ #PlayStationWrapUp2024 https://t.co/K5syUrnb2A,['PlayStationWrapUp2024'],en,#playstationwrapup
"Dieses Jahr war das Jahr der langen Gaming Sessions. Hogwarts Legacy, Witcher 3, Final Fantasy Remake + Rebirth, Minecraft.
#PlayStationWrapUp2024 https://t.co/0b3pt87XHl",['PlayStationWrapUp2024'],de,#playstationwrapup
"What a year with games #PlayStationWrapUp2024 

my favourites this year is definitely RISE OF THE RŌNIN and INFINITE WEALTH https://t.co/94CmbXAIkl",['PlayStationWrapUp2024'],en,#playstationwrapup
I’m not proud of this😵‍💫 . Let’s see your #PlayStationWrapUp2024 ! https://t.co/b4MH97PE4T,['PlayStationWrapUp2024'],en,#playstationwrapup
"ENFIN DISPONIBLE le #PlayStationWrapUp2024 !

🔷1698 heures de jeu
🔷14 nouveaux trophées platine
🔷Top 5 full JRPG, FFVII Rebirth 1er avec 239H
🔷20 jeux (18 PS5 - 2 PS4)

➡️Peut être l'année la plus intense de l'histoire en JRPG🔥🤩

Place aux #GameAwards2024 cette nuit! https://t.co/a75nLJFJno","['PlayStationWrapUp2024', 'GameAwards2024']",fr,#playstationwrapup
"#PlayStationWrapUp2024 

GAHDAYM that's a LOT of Persona

Also shout-out to #Blud https://t.co/ey9TwMNiQH","['PlayStationWrapUp2024', 'Blud']",en,#playstationwrapup
"Pues aquí está mi #PlayStationWrapUp2024 de @PlayStationES 
No está mal mi año 😁

Aunque no me han contado algunos trofeos entre los q está el platino del Dragon Age que lo saqué el sábado pasado, pero bueno, a final de mes lo vuelvo a hacer 😉 https://t.co/Wf9GxPPQWW",['PlayStationWrapUp2024'],es,#playstationwrapup
"Huh. I’ve wasted my life.
#PlayStationWrapUp2024 https://t.co/kn642qIF6x",['PlayStationWrapUp2024'],en,#playstationwrapup
"My PlayStation wrap up, don’t need to hide my trophies earned or hours played for “Privacy” 🤣 

#PlayStationWrapUp2024 https://t.co/WIVEQEvlbg",['PlayStationWrapUp2024'],en,#playstationwrapup
"My #PlayStationWrapUp2024. As expected, my top game is no other than #BaldursGate3. https://t.co/57IxvOTjWU","['PlayStationWrapUp2024', 'BaldursGate3']",en,#playstationwrapup
Bro what the hell 💀 I haven't played Mass Effect in over 6 months and its still my top game of 2024... I promise y'all I am playing other games lmao. Destiny and Gran Turismo makes sense. Final Fantasy yup definitely. Next year I'm tackling my backlog. #PlayStationWrapUp2024 https://t.co/7cHU9lFQW1,['PlayStationWrapUp2024'],en,#playstationwrapup
❤️‍🔥 #PlayStationWrapUp2024 https://t.co/ZUUCz7TwUq,['PlayStationWrapUp2024'],qme,#playstationwrapup
"Il est arrivé ! Découvrez le récap de votre année sur PlayStation avec le Wrap-Up 2024 : https://t.co/UNUwPEwpby

Partagez-nous vos résultats avec #PlayStationWrapUp2024 🎮 https://t.co/Zav3d03GKw",['PlayStationWrapUp2024'],fr,#playstationwrapup
"L'heure du bilan #PlayStation est arrivée !

Il se tient avec celui de la Xbox. Sauf qu'il n'y a presque que des RPG sur console Sony. 87% du temps passé... 😅

Heures de multijoueur : 0
Voilà voilà... 👀
#PlayStationWrapUp2024 https://t.co/PJN6FZUnXl","['PlayStation', 'PlayStationWrapUp2024']",fr,#playstationwrapup
My PlayStation Wrapup 2024! 💕#PlayStationWrapUp2024 #ghostoftsushima https://t.co/fdoBewOXdt,"['PlayStationWrapUp2024', 'ghostoftsushima']",en,#playstationwrapup
Passt! 😁 #PlayStationWrapUp2024 https://t.co/S8i62y7fBD,['PlayStationWrapUp2024'],de,#playstationwrapup
"Encore une belle année sur #PlayStation, ma fierté de 2024 le platine de FF7 Rebirth en 159h #PlayStationWrapUp2024 https://t.co/8WZ7oBfU0u","['PlayStation', 'PlayStationWrapUp2024']",fr,#playstationwrapup
"J’ai hiberné ou quoi 
#PlaystationWrapUp2024 https://t.co/fyIMwX2B72",['PlaystationWrapUp2024'],fr,#playstationwrapup
"Este ha sido mi WrapUp de PlayStation de 2024: 2419 horas, 801 trofeos, 17 platinos, The Witcher III el más jugado, 494 llamadas de grupo.  #PlayStationWrapUp2024 https://t.co/xCMvCtH34P",['PlayStationWrapUp2024'],es,#playstationwrapup
"😏No surprises here. 🎯
#playstationwrapup #PlayStationWrapUp2024 https://t.co/YRV96DZPGv","['playstationwrapup', 'PlayStationWrapUp2024']",en,#playstationwrapup
#PlayStationWrapUp2024 https://t.co/RyBb1871Ag,['PlayStationWrapUp2024'],qme,#playstationwrapup
"Voici mon Wrap-Up 😅 et vous ça donne quoi ? https://t.co/udqkd3jWmJ

#PlayStationWrapUp2024 https://t.co/dkbKjqQPso",['PlayStationWrapUp2024'],fr,#playstationwrapup
Huhuhu #PlayStationWrapUp2024 https://t.co/FtClvpuO5d,['PlayStationWrapUp2024'],tl,#playstationwrapup
"#PlayStationWrapUp2024

Finally working 😮‍💨 https://t.co/grwG7k8S7Y",['PlayStationWrapUp2024'],en,#playstationwrapup
"Nothing surprising here. 🤭
#PlayStationWrapUp2024 https://t.co/cc5ht7kpPK",['PlayStationWrapUp2024'],en,#playstationwrapup
اینم نامه اعمال امسال #PlayStationWrapUp2024 https://t.co/ppw3lLYPKS,['PlayStationWrapUp2024'],fa,#playstationwrapup
Juste un petit aperçu de mon #PlayStationWrapUp2024 https://t.co/GSaxogUZjo,['PlayStationWrapUp2024'],fr,#playstationwrapup
"@PlayStationFR 58 Jeux ~ Total 120
#PlayStationWrapUp2024 https://t.co/dkkR8BeYwr",['PlayStationWrapUp2024'],fr,#playstationwrapup
I be GAMINGGGG #PlayStationWrapUp2024 #PlayStation #playstationwrapup https://t.co/Ms5BJKtiTn,"['PlayStationWrapUp2024', 'PlayStation', 'playstationwrapup']",en,#playstationwrapup
No because how are some of yall racking in 2 to 3000 hours?! 😫 #PlayStationWrapUp2024 https://t.co/Bo5GC5829e,['PlayStationWrapUp2024'],en,#playstationwrapup
By far the worse gaming year for me. No wonder my backlog is terrible. Just awful. Switch numbers are probably the same. 😭 #PlayStationWrapUp2024 https://t.co/cG6BZzLJzb,['PlayStationWrapUp2024'],en,#playstationwrapup
"My PlayStation Wrap Up For 2024
Not sure if I should be shocked at most of these stats 😂
#PlayStationWrapUp2024 https://t.co/r6sJZsMTfi",['PlayStationWrapUp2024'],en,#playstationwrapup
Bon j’ai pas autant joué que d’habitude en vrai #PlayStationWrapUp2024 https://t.co/iC0Y6K5SgK,['PlayStationWrapUp2024'],fr,#playstationwrapup
