text,all_hashtags,lang,hashtag
"""I've always loved the way that Russell Wilson plays the position..

He had something to prove coming here and he was working with an edge..

He knows he can do it he just needed the opportunity to do it again"" ~ @CoachTomlin 

#PMSLive #HereWeGo https://t.co/neKP93c1Ny","['PMSLive', 'HereWeGo']",en,#PMSLive
"Taylor Swift is the REAL DEAL

WHAT AN ENTERTAINER 👏 #PMSLive https://t.co/GiKe5gE3M5",['PMSLive'],en,#PMSLive
"UNLV has hired Dan Mullen to be their Head Coach..

Congratulations @CoachDanMullen 👏 

#PMSLive https://t.co/DWXCI7bfl2",['PMSLive'],en,#PMSLive
"We will be LIVE from the Coliseum tomorrow.. We will lead up to the Official Press Conference which will begin at 1:30PMest 

Gold and Blue gates open at 10:30AM.. Concession Stands will be serving beer #PMSLive https://t.co/R4Kwm6q5Tz",['PMSLive'],en,#PMSLive
"""I'M TALKING TO BIG UCE RIGHT NOW"" 😂😂

@AsapPuka #PMSLive https://t.co/C7diMBpMRD",['PMSLive'],en,#PMSLive
"It is OFFICIAL..

Rich Rodriguez is BACK to be the Head Coach of the West Virginia Mountaineers..

He wants to make West Virginia a winner again

#PMSLive #HardEdge #unFINISHedBusiness https://t.co/qSvienQuZZ","['PMSLive', 'HardEdge', 'unFINISHedBusiness']",en,#PMSLive
"HOLY SHIT

GOOD TO SEE YOU @tae15adams #PMSLive https://t.co/FWqwe1jsGF",['PMSLive'],en,#PMSLive
"🚨URGENTE
chaves foi baleado por PM pois ele tentou gozar no vestido da popis. Trágico
#ChavesNoSBT #SP #Policia #PMSLive #pm #RJ #gozaedorme #militar #lula #Bolsonaro2026 #necrofilia #zoofiliatwt https://t.co/UDd9uURuP4","['ChavesNoSBT', 'SP', 'Policia', 'PMSLive', 'pm', 'RJ', 'gozaedorme', 'militar', 'lula', 'Bolsonaro2026', 'necrofilia', 'zoofiliatwt']",pt,#PMSLive
"🗣🗣BOOM @aqshipley 

25 $500 WINNERS 💰💰

🔘Repost this video
🔘Reply saying something nice to somebody
🔘Put the easiest way to pay you as well

#PMSLive https://t.co/3QctGfp8yA",['PMSLive'],en,#PMSLive
"Tell your people you love them.

#PMSLive https://t.co/wFGaR3lUF4",['PMSLive'],en,#PMSLive
"DRIP DROP @aqshipley 🪣

30 $500 WINNERS 💸💸

🔘Repost this video
🔘Reply saying something nice to somebody
🔘Put the easiest way to pay you in the post

#PMSLive https://t.co/CbzSRWa47t",['PMSLive'],en,#PMSLive
"""I was sleeping on the plane to Italy &amp; my wife woke me up to tell me somebody had shot President Trump..

He's a very close friend of mine &amp; I was trying to figure out what had happened..

Every American on earth should be horrified &amp; disgusted by this"" ~ @danawhite #PMSLive https://t.co/DHC7n5zG1h",['PMSLive'],en,#PMSLive
"""I'm excited to get to Detroit this Sunday for Bills and Lions..

I'm gonna get the Jared Goff chant going""

@JJWatt #PMSLive #OnePride https://t.co/k6qtVrt5ix","['PMSLive', 'OnePride']",en,#PMSLive
"I love EVERYTHING that MCDC and this Detroit Lions team has done..

I've enjoyed it from literally minute one of MCDC being the Lions Head Coach #PMSLive https://t.co/7RiMamkJXs",['PMSLive'],en,#PMSLive
"""The AHL prepared me for that moment""

@BizNasty2point0 #PMSLive https://t.co/w6BZkD9pJE",['PMSLive'],en,#PMSLive
"We're all very confused by what's going on in Women's Boxing..

We hope that the people who are much smarter than us can figure this out #PMSLive https://t.co/INz9O3Q7Zu",['PMSLive'],en,#PMSLive
"Allegedly Bill Belichick will be the Head Coach of UNC if they accept his terms..

After talking to him yesterday it seems like he's ready #PMSLive https://t.co/p6kjbEhz3c",['PMSLive'],en,#PMSLive
"WAY TO GO BIZ 👏

""This video doesn't show that one of these guys had already been removed from the bar..

He was screaming in the restaurant when they came in..

I go to this place 4-5 times a week and the people that work there are great"" ~ @BizNasty2point0 

#PMSLive https://t.co/ERyd4EXPu0",['PMSLive'],en,#PMSLive
"Hello beautiful people..

IT IS COACH ROD IS BACK THURSDAY 

#PMSLive https://t.co/DavEozvG7z",['PMSLive'],en,#PMSLive
"""President Trump is one of the toughest most resilient human beings that I've ever met in my life..

I called him as soon as I landed in Italy and he was already home from the hospital""

@danawhite #PMSLive https://t.co/bLy7UXfdnf",['PMSLive'],en,#PMSLive
"Rich Rod is a part of the WVU conversation..

The last thing I wanna do is put more pressure on Wren Baker..

When I talk to him I’m just letting him know who has reached out about the job #PMSLive https://t.co/CmBqW8ROd6",['PMSLive'],en,#PMSLive
"""IF I was in a College program it would be a pipeline to the NFL for the players that had the ability to play in the NFL..

It would be a professional program at the College level..

I don't have any doubt that the players would be ready for the NFL"" ~ Bill Belichick #PMSLive https://t.co/JyMDtzs2yR",['PMSLive'],en,#PMSLive
"We wanna thank you @BizNasty2point0 👏

#PMSLive https://t.co/FLFDFo0MyB",['PMSLive'],en,#PMSLive
"It's time for us to do a little bit of journalism..  

Let's talk about a superhero who was responsible for taking down an alleged Irish gypsy family  

#PMSLive https://t.co/aKqfI2GOmB",['PMSLive'],en,#PMSLive
"The Chiefs is STILL the Chiefs

#PMSLive #ChiefsKingdom https://t.co/CfqD60hlE3","['PMSLive', 'ChiefsKingdom']",en,#PMSLive
"@PatMcAfeeShow @TheOregonDuck Cashapp     $Hazardsyamama              I Wish Finally! This would save me and the Holidays! 🙏🍀
@lostxtimes625 Good Luck Everybody! Thank you! Stay Safe #PMSLive https://t.co/34lszUj8wu",['PMSLive'],en,#PMSLive
"Hello beautiful people..

IT IS AARON RODGERS TUESDAY #PMSLive https://t.co/rpJbIKM6ch",['PMSLive'],en,#PMSLive
"""FLY EAGLES FLY"" ~ @aqshipley #PMSLive https://t.co/6Gov24R9QC",['PMSLive'],en,#PMSLive
"WHAT A CATCH BY @TheOregonDuck 😂😂

#PMSLive https://t.co/EJBnRSeTce",['PMSLive'],en,#PMSLive
"HOLY HELL @aqshipley 🪣

30 $500 WINNERS 💰💰

🔘Repost this video
🔘Reply saying something nice to somebody
🔘Put the easiest way to pay you as well

#PMSLive https://t.co/p2zPBIlTFY",['PMSLive'],en,#PMSLive
