text,all_hashtags,lang,hashtag
"DeFis on the cusp of a wild #Bullrun, fueled by true decentralization and community driven gems like #CUTOSHI https://t.co/rb8KyDveuz","['Bullrun', 'CUTOSHI']",en,#CUTOSHI
"Just had a DEFI moment of clarity bro, its all about #CUTOSHI now, transparency and security is the future $BTC https://t.co/E7pNKNIq9D",['CUTOSHI'],en,#CUTOSHI
$BTC The #CUTOSHI fueled meme triangle delivered exactly as planned. Chads got paid and the ponzi delivered again.,['CUTOSHI'],en,#CUTOSHI
"$BTC is old news, #CUTOSHI farm is where the real DeFi magic happens

Stacking sats is so last season. https://t.co/9aS3n2MYBd",['CUTOSHI'],en,#CUTOSHI
These #CUTOSHI gains are hard to fathom in such a short amount of time https://t.co/SZm7tUhw4h,['CUTOSHI'],en,#CUTOSHI
"Decentralized commerce is the future, and #CUTOSHI is building the umbrella for DeFi ops THE INFORMATION #BTC https://t.co/MYZC0gI1tT","['CUTOSHI', 'BTC']",en,#CUTOSHI
"Ride the #CUTOSHI wave, Ethereum is getting left in the dust, time to bring the fire back to DeFi #BTC https://t.co/SDOYdcjIIv","['CUTOSHI', 'BTC']",en,#CUTOSHI
"👇 Makes me happy to see #CUTOSHI chads winning alongside me! My goal is

Always will be to keep giving alpha expecting nothing in return $SNOW",['CUTOSHI'],en,#CUTOSHI
"New ATH 🚀 fueled by #CUTOSHI vibes, #Bitcoin above $97,000💥 https://t.co/jFoOiEMa1J","['CUTOSHI', 'Bitcoin']",en,#CUTOSHI
"Bruh, #CUTOSHI Farming is fire, and ChatGPT is building a trading bot, could get interesting for $BTC and #DeFi https://t.co/hx2EfiMiAt","['CUTOSHI', 'DeFi']",en,#CUTOSHI
Here comes #CUTOSHI season https://t.co/rmdRJ86JlB,['CUTOSHI'],en,#CUTOSHI
"With this fake smile they first fooled Palestine and then the Americans 

Palestine and America are under Zionist occupation. 

Gaza $SOLSHI IQ of 73 JK Rowling UHC CEO Bob Holt #Cutoshi  

https://t.co/lNT9Q0URME",['Cutoshi'],en,#CUTOSHI
Its crazy because every single day is literally a good day to stack #CUTOSHI and Bitcoin $BTC https://t.co/oHS25KZXp4,['CUTOSHI'],en,#CUTOSHI
$EFR #CUTOSHI vibes inspire me 🔄💵 https://t.co/L424y2flbe,['CUTOSHI'],en,#CUTOSHI
"Were stressed about housing, mortgages are a mess, guess thats why smart moneys stacking $BTC and farming #CUTOSHI for a decentralized financial future. https://t.co/qcp01PHh07",['CUTOSHI'],en,#CUTOSHI
#CUTOSHI 🚀💎 https://t.co/DYAuXy4PAl,['CUTOSHI'],qme,#CUTOSHI
"okay, what is #cutoshi and why y'all talking about it? 👀

please eli5, frens 🫠 https://t.co/i5cfboTgpS",['cutoshi'],en,#CUTOSHI
We all know who was farming #CUTOSHI during the bear market and is still stacking. We see you.We hear https://t.co/c6IOFn27bs earned these rewards and you deserve this! $BTC https://t.co/FzJs7iUXer,['CUTOSHI'],en,#CUTOSHI
"$dp new ath

Accumulation mode activated for the next big thing #CUTOSHI is building 🚀🚀🚀🚀 $BTC",['CUTOSHI'],en,#CUTOSHI
"Ok this time its the accumulation phase... stacking #CUTOSHI on the side

Still salty about eth.",['CUTOSHI'],en,#CUTOSHI
"Whale group, Whale Trends

#cutoshi Chads are on a whole different level..Follow me for more valuable DeFi plays $BTC https://t.co/v4vTgYzHy2",['cutoshi'],en,#CUTOSHI
"Still farming #CUTOSHI, no stacks sold 📝 $BTC https://t.co/CNlwmltTPT",['CUTOSHI'],en,#CUTOSHI
Game changing tech like Arcana Networks new Chain Abstraction Wallet is why decentralized innovators like #CUTOSHI are building a more secure financial future $BTC https://t.co/rCyBPd9v7n,['CUTOSHI'],en,#CUTOSHI
