text,all_hashtags,lang,hashtag
"Quiet people are talkative around the right people.
#quotes #quoteoftheday #MotivationalQuotes #thursdayvibes #ThursdayMorning #ThursdayMotivation https://t.co/5zidpkXj2u","['quotes', 'quoteoftheday', 'MotivationalQuotes', 'thursdayvibes', 'ThursdayMorning', 'ThursdayMotivation']",en,#thursdaythoughts
"I would b a billionaire🌚
Video by: Artificial_memes1
#thursdayvibes https://t.co/0vnmTa2KoY",['thursdayvibes'],en,#thursdaythoughts
#thursdayvibes ✨ https://t.co/QRP96OxTyI,['thursdayvibes'],qme,#thursdaythoughts
"Beauty ❤️
#viralvideo #thursdayvibes 
#wildlifephotography https://t.co/xZfzU2VomW","['viralvideo', 'thursdayvibes', 'wildlifephotography']",en,#thursdaythoughts
"ऐ ‘भोगी’ , कुछ तो सीख हमारे ‘योगी’ से !

#Maharashtra 
#thursdayvibes","['Maharashtra', 'thursdayvibes']",hi,#thursdaythoughts
"Coming early to office when no one's here, is the best thing ever! 

Do you guys agree?

#officelife #thursdayvibes https://t.co/TmCDuTtx7I","['officelife', 'thursdayvibes']",en,#thursdaythoughts
"#ThursdayThoughts #thursdayvibes 
Feeling a little like the baby grinch today! https://t.co/dGeCgc11ux","['ThursdayThoughts', 'thursdayvibes']",en,#thursdaythoughts
"If you need peace, come here and listen to this flowing water and bird sounds!

""When one tugs at a single thing in nature, he finds it attached to the rest of the world."" - John Muir

#thursdayvibes https://t.co/xMj9d4QXOh",['thursdayvibes'],en,#thursdaythoughts
"يسلملى اللى رايق 🎶 ❤️ 🎶 

#thursdayvibes https://t.co/AmPVbUaeU8",['thursdayvibes'],ar,#thursdaythoughts
Friends! Prepare yourselves. Part Two. Baby Dog goes to even greater lengths to reclaim the Old New Bed. For a while there I was a Malcolm Sandwich. Part 3 tomorrow... #catsoftwitter #cats #dogsoftwitter #dogs #DogsBehavingVeryBadly #thursdayvibes #thursdaymorning https://t.co/dqjPu3Zmv0,"['catsoftwitter', 'cats', 'dogsoftwitter', 'dogs', 'DogsBehavingVeryBadly', 'thursdayvibes', 'thursdaymorning']",en,#thursdaythoughts
"It’s Thursday night, and yeah, we couldn’t chill. Had to drop👇 this next-level Rock-Paper-Scissors hack for you. 🪨📄✂️

New to @bigthree_studio? This one’s for you. 🙌

🚨 3 seconds. 3 choices. Your move. ⏳

Don’t just play—make ‘em fold. 💥
#thursdayvibes https://t.co/16HrnVtVjl",['thursdayvibes'],en,#thursdaythoughts
"Dont miss the end😂😂
Video by Mostbet
#thursdayvibes #ThursdayThoughts https://t.co/VaDl3MEO2p","['thursdayvibes', 'ThursdayThoughts']",en,#thursdaythoughts
"Woww
#thursdayvibes 
 https://t.co/SZrwOdvFps",['thursdayvibes'],tl,#thursdaythoughts
"What's cooking? 👩‍🍳

#AI #AIart #AIartwork #digitalart #thursdayvibes #interiordesign #design #kitchendesign https://t.co/FAaocBpLZM","['AI', 'AIart', 'AIartwork', 'digitalart', 'thursdayvibes', 'interiordesign', 'design', 'kitchendesign']",en,#thursdaythoughts
"Embracing the darkness, where my secrets come alive 🌑 #thursdayvibes https://t.co/j818QNcX9M",['thursdayvibes'],en,#thursdaythoughts
